Broad_ID,CCLE_Name,Aliases,COSMIC_ID,Sanger ID,Primary Disease,Subtype Disease,Gender,Source
ACH-001203,SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUPHD1,1331039,1451,Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-000226,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331040,1878,Lymphoma,lymphoid_neoplasm,Female,DSMZ
ACH-001212,TTC642_SOFT_TISSUE,,,,Rhabdoid,,,
ACH-000122,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,lymphoid_neoplasm,Male,DSMZ
ACH-000437,SW1088_CENTRAL_NERVOUS_SYSTEM,SW1088,909745,1310,Brain Cancer,glioma,Male,NIBRI
ACH-000489,SW1116_LARGE_INTESTINE,SW1116,909746,480,Colon Cancer,adenocarcinoma,Male,ATCC
ACH-000890,SW1271_LUNG,SW 1271,1299062,2037,Lung SCLC,carcinoma,Male,ATCC
ACH-001401,SW13_ADRENAL_CORTEX,SW13,909744,270,Soft Tissue Cancer,,Female,
ACH-000418,SW1353_BONE,SW 1353,,,Bone Cancer,chondrosarcoma,Female,NIBRI
ACH-000236,SW1417_LARGE_INTESTINE,SW1417,909747,974,Colon Cancer,adenocarcinoma,Female,NIBRI
ACH-000470,SW1463_LARGE_INTESTINE,,909748,271,Colon Cancer,adenocarcinoma,Female,ATCC
ACH-001398,SW156_KIDNEY,SW 156,1240220,272,Kidney Cancer,,Male,
ACH-000677,SW1573_LUNG,SW 1573,724878,849,Lung NSCLC,carcinoma,Female,ATCC
ACH-000566,SW1710_URINARY_TRACT,SW1710,909749,2,Bladder Cancer,carcinoma,Female,DSMZ
ACH-000883,SW1783_CENTRAL_NERVOUS_SYSTEM,SW 1783,909750,1453,Brain Cancer,glioma,Male,NIBRI
ACH-000155,SW1990_PANCREAS,SW 1990,910907,1912,Pancreatic Cancer,adenocarcinoma,Male,NIBRI
ACH-000820,SW403_LARGE_INTESTINE,SW403,,,Colon Cancer,adenocarcinoma,Female,NIBRI
ACH-000958,SW48_LARGE_INTESTINE,SW 48,909751,1,Colon Cancer,adenocarcinoma,Female,NIBRI
ACH-000842,SW480_LARGE_INTESTINE,SW 480,,,Colon Cancer,adenocarcinoma,Male,ATCC
ACH-000163,SW579_THYROID,SW579,,,Thyroid Cancer,carcinoma,Male,GNF
ACH-000651,SW620_LARGE_INTESTINE,SW 620,905962,3,Colon Cancer,adenocarcinoma,Male,ATCC
ACH-001399,SW626_OVARY,SW 626,909753,2038,Colon Cancer,,Female,
ACH-001402,SW756_CERVIX,SW756,724839,1984,Cervical Cancer,,Female,
ACH-000384,SW780_URINARY_TRACT,SW780,687457,2039,Bladder Cancer,carcinoma,Female,ATCC
ACH-000421,SW837_LARGE_INTESTINE,SW 837,909755,1141,Colon Cancer,adenocarcinoma,Male,ATCC
ACH-000669,SW900_LUNG,SW 900,724879,1454,Lung NSCLC,carcinoma,Male,
ACH-000680,SW948_LARGE_INTESTINE,SW948_LARGE_INTESTINE,909757,1689,Colon Cancer,adenocarcinoma,Female,NIBRI
ACH-001400,SW954_CERVIX,SW 954,924247,1182,Cervical Cancer,,Female,
ACH-001050,CW9019_SOFT_TISSUE,CW9019,,,Rhabdomyosarcoma,alveolar,-1,
ACH-001096,JR_SOFT_TISSUE,JR,,,Rhabdomyosarcoma,,-1,
ACH-000529,T173_BONE,T173_BONE,,,Bone Cancer,osteosarcoma,,ATCC
ACH-000018,T24_URINARY_TRACT,T24,724812,1455,Bladder Cancer,carcinoma,Female,ATCC
ACH-000813,T3M10_LUNG,T3M-10,,,Lung NSCLC,carcinoma,Male,GNF
ACH-000085,T3M4_PANCREAS,T3M4,,,Pancreatic Cancer,adenocarcinoma,Male,RIKEN
ACH-000147,T47D_BREAST,T-47D,905945,1286,Breast Cancer,Luminal,Female,ATCC
ACH-000381,T84_LARGE_INTESTINE,,909761,997,Colon Cancer,adenocarcinoma,Male,NIBRI
ACH-000571,T98G_CENTRAL_NERVOUS_SYSTEM,T98G,687586,131,Brain Cancer,glioma,Male,ATCC
ACH-000197,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TALL-1,909762,2218,Leukemia,lymphoid_neoplasm,Male,NIBRI
ACH-001670,TASK1_CENTRAL_NERVOUS_SYSTEM,TASK1,,,Brain Cancer,,,
ACH-000169,RD_SOFT_TISSUE,RD,909264,1763,Rhabdomyosarcoma,embrional_rhabdomyosarcoma,Female,ATCC
ACH-001740,RH28_SOFT_TISSUE,RH28,,,Rhabdomyosarcoma,alveolar,-1,
ACH-000833,RH30_SOFT_TISSUE,RH30,,,Rhabdomyosarcoma,alveolar,Male,DSMZ
ACH-001765,RH4_SOFT_TISSUE,RH4,,,Rhabdomyosarcoma,alveolar,,Tom Look
ACH-001745,RHJT_SOFT_TISSUE,RHJT,,,Rhabdomyosarcoma,alveolar,,
ACH-000502,TCCPAN2_PANCREAS,,,,Pancreatic Cancer,adenocarcinoma,Female,HSRRB
ACH-000720,TCCSUP_URINARY_TRACT,TCCSUP,687459,275,Bladder Cancer,carcinoma,Female,NIBRI
ACH-000647,TE1_OESOPHAGUS,TE1,753621,1493,Esophageal Cancer,squamous_cell_carcinoma,Male,JCRB
ACH-000318,TE10_OESOPHAGUS,TE10,753622,1561,Esophageal Cancer,squamous_cell_carcinoma,,RIKEN
ACH-000488,TE11_OESOPHAGUS,TE11,946354,2073,Esophageal Cancer,squamous_cell_carcinoma,,GNF
ACH-000079,TE125T_SOFT_TISSUE,TE125T_SOFT_TISSUE,,,Fibroblast,rhabdomyosarcoma,Female,ATCC
ACH-000726,TE14_OESOPHAGUS,TE14,,,Esophageal Cancer,squamous_cell_carcinoma,,RIKEN
ACH-000353,TE15_OESOPHAGUS,TE-15,753614,575,Esophageal Cancer,squamous_cell_carcinoma,Female,GNF
ACH-000175,TE159T_SOFT_TISSUE,TE159T_SOFT_TISSUE,,,Soft Tissue/Sarcoma,rhabdomyosarcoma,Male,GNF
ACH-000917,TE4_OESOPHAGUS,TE4,1503371,382,Esophageal Cancer,squamous_cell_carcinoma,,RIKEN
ACH-000772,TE441T_SOFT_TISSUE,TE441T_SOFT_TISSUE,924248,298,Soft Tissue/Sarcoma,,Female,ATCC
ACH-000408,TE5_OESOPHAGUS,TE5,735784,576,Esophageal Cancer,squamous_cell_carcinoma,Female,Riken
ACH-000605,TE6_OESOPHAGUS,TE6,946355,1642,Esophageal Cancer,squamous_cell_carcinoma,,RIKEN
ACH-000051,TE617T_SOFT_TISSUE,TE617T_SOFT_TISSUE,,,Soft Tissue/Sarcoma,,Female,GNF
ACH-000452,TE8_OESOPHAGUS,TE8,753623,2253,Esophageal Cancer,squamous_cell_carcinoma,,RIKEN
ACH-000694,TE9_OESOPHAGUS,TE-9,946353,1312,Esophageal Cancer,squamous_cell_carcinoma,Male,RIKEN
ACH-000397,TEN_ENDOMETRIUM,TEN,,,Endometrial Cancer,carcinoma,Female,RIKEN
ACH-001196,SMSCTR_SOFT_TISSUE,SMS-CTR,,,Rhabdomyosarcoma,embryonal,-1,
ACH-001673,TFK1_BILIARY_TRACT,TFK-1,,,Bile Duct Cancer,extrahepatic_cholangiocarcinoma,Male,
ACH-000949,TGBC11TKB_STOMACH,TGBC11TKB,909770,1917,Gastric Cancer,adenocarcinoma,Female,RIKEN
ACH-001861,TGBC1TKB_BILIARY_TRACT,TGBC1TKB,,,Gallbladder Cancer,,,
ACH-001674,TGW_AUTONOMIC_GANGLIA,TGW,910780,1752,Neuroblastoma,,,
ACH-001164,PEDS015T_SOFT_TISSUE,Peds015T(icat043),,,Soft Tissue Sarcoma,sarcoma,,
ACH-001207,TIG3TD_FIBROBLAST,TIG3TD,,,Fibroblast,,-1,
ACH-001208,TK10_KIDNEY,TK10,905980,1401,Kidney Cancer,carcinoma,,
ACH-000592,TM31_CENTRAL_NERVOUS_SYSTEM,TM31_CENTRAL_NERVOUS_SYSTEM,,,Brain Cancer,glioma,,RIKEN
ACH-000172,TM87_SOFT_TISSUE,TM-87,,,Rhabdoid,rhabdoid_tumor,,
ACH-000125,TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,lymphoid_neoplasm,Male,GNF
ACH-000285,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Toledo,,,Lymphoma,lymphoid_neoplasm,Female,ATCC
ACH-000048,TOV112D_OVARY,TOV-112D,1299070,5,Ovarian Cancer,carcinoma,Female,ATCC
ACH-000885,TOV21G_OVARY,TOV-21G,1240222,700,Ovarian Cancer,carcinoma,Female,
ACH-000561,TT_OESOPHAGUS,T.T,1299064,544,Esophageal Cancer,squamous_cell_carcinoma,,HSSRB
ACH-001321,TT_THYROID,,,,Thyroid Cancer,carcinoma,Female,NIBRI
ACH-000716,TT2609C02_THYROID,TT2609C02,1240223,1457,Thyroid Cancer,carcinoma,Male,DSMZ
ACH-001210,TTC1240_SOFT_TISSUE,TTC1240,,,Rhabdoid,rhabdoid_tumor,,
ACH-001750,TTC442_SOFT_TISSUE,TTC-442,,,Rhabdomyosarcoma,embryonal,,Triche lab
ACH-001270,127399_SOFT_TISSUE,1273/99,,,Soft Tissue Cancer,synovial_sarcoma,,
ACH-001322,CME1_SOFT_TISSUE,CME-1,,,Soft Tissue Sarcoma,,-1,
ACH-000597,TTC709_SOFT_TISSUE,TTC-709,,,Rhabdoid,rhabdoid_tumor,,
ACH-000459,TUHR10TKB_KIDNEY,TUHR10TKB,,,Kidney Cancer,carcinoma,,RIKEN
ACH-000317,TUHR14TKB_KIDNEY,TUHR14TKB,,,Kidney Cancer,carcinoma,,RIKEN
ACH-000495,TUHR4TKB_KIDNEY,TUHR4TKB,,,Kidney Cancer,carcinoma,,RIKEN
ACH-000430,TYKNU_OVARY,TYK-nu,909774,476,Ovarian Cancer,carcinoma,Female,NIBRI
ACH-000040,U118MG_CENTRAL_NERVOUS_SYSTEM,U-118 MG,687588,7,GBM/Brain Cancer,glioma,,
ACH-001214,U138MG_CENTRAL_NERVOUS_SYSTEM,U138MG,,,Brain Cancer,glioma,,
ACH-000208,U178_CENTRAL_NERVOUS_SYSTEM,U178,,,Brain Cancer,glioma,Male,
ACH-000232,U251MG_CENTRAL_NERVOUS_SYSTEM,U251-MG,905983,1913,Brain Cancer,glioma,Male,GNF
ACH-000626,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U266B1,753615,1635,Multiple Myeloma,,Male,ATCC
ACH-001280,SCS214_SOFT_TISSUE,SCS-214,,,Soft Tissue Sarcoma,,-1,
ACH-000036,U343_CENTRAL_NERVOUS_SYSTEM,U343,,,GBM/Brain Cancer,glioma,,
ACH-001680,U698M_HAEMATOPOIETIC_AND_LYMPHOID,U-698-M,909777,548,Lymphoma,lymphoblastic_lymphoma,Male,
ACH-000075,U87MG_CENTRAL_NERVOUS_SYSTEM,U-87 MG,687590,549,GBM/Brain Cancer,glioma,Female,ATCC
ACH-001274,SW982_SOFT_TISSUE,SW982,909759,1560,Soft Tissue Cancer,synovial_sarcoma,,
ACH-000579,UACC257_SKIN,UACC257,905977,14,Skin Cancer,malignant_melanoma,,NCI/DCTD
ACH-000425,UACC62_SKIN,UACC-62,905976,8,Skin Cancer,malignant_melanoma,,
ACH-000568,UACC812_BREAST,UACC-812,910910,1754,Breast Cancer,Luminal,Female,ATCC
ACH-000554,UACC893_BREAST,UACC-893,909778,1090,Breast Cancer,Luminal,Female,ATCC
ACH-000741,UBLC1_URINARY_TRACT,U-BLC1,,,Bladder Cancer,carcinoma,Female,ECACC
ACH-002204,UCH2_BONE,U-CH2,1503373,2257,Other Solid Carcinomas,chordoma,,Sanger
ACH-001417,UMC11_LUNG,UMC-11,909779,1914,Lung Cancer,Transitional Cell Carcinoma,Male,
ACH-001957,UMCHOR1_BONE,Um-Chor1,,,Bone Cancer,chordoma,,
ACH-000834,UMUC1_URINARY_TRACT,UMUC1,,,Bladder Cancer,carcinoma,Male,ECACC
ACH-001412,UMUC10_URINARY_TRACT,UM-UC10,,,Bladder Cancer,Transitional Cell Carcinoma,,
ACH-001413,UMUC11_URINARY_TRACT,UM-UC11,,,Bladder Cancer,Transitional Cell Carcinoma,,
ACH-001407,UMUC13_URINARY_TRACT,UM-UC-13,,,Bladder Cancer,,,
ACH-001408,UMUC14_URINARY_TRACT,UM-UC-14,,,Bladder Cancer,,,
ACH-001409,UMUC16_URINARY_TRACT,UM-UC-16,,,Bladder Cancer,Transitional Cell Carcinoma,,
ACH-000522,UMUC3_URINARY_TRACT,UMUC3,724838,9,Bladder Cancer,carcinoma,Male,ATCC
ACH-001410,UMUC4_URINARY_TRACT,UM-UC-4,,,Bladder Cancer,Transitional Cell Carcinoma,Female,
ACH-001411,UMUC5_URINARY_TRACT,UM-UC-5,,,Bladder Cancer,,Female,
ACH-001414,UMUC6_URINARY_TRACT,UM-UC6,,,Bladder Cancer,,Male,
ACH-001415,UMUC7_URINARY_TRACT,UM-UC7,,,Bladder Cancer,,Male,
ACH-001416,UMUC9_URINARY_TRACT,UM-UC9,,,Bladder Cancer,,Male,
ACH-000428,UO31_KIDNEY,UO31,,,Kidney Cancer,,Male,Garraway Lab
ACH-000262,UOK101_KIDNEY,UOK101,,,Kidney Cancer,carcinoma,Female,
ACH-001228,UPCISCC152_UPPER_AERODIGESTIVE_TRACT,UPCI:SCC152;SCC152,,,Head and Neck Cancer,carcinoma,,
ACH-001230,UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,UT7,,,Leukemia,haematopoietic_neoplasm,Male,
ACH-001275,SYO1_SOFT_TISSUE,SYO1,,,Soft Tissue Cancer,synovial_sarcoma,,
ACH-001418,UWB1289_OVARY,UWB1.289,1480374,1596,Ovarian Cancer,carcinoma,Female,
ACH-001702,VAESBJ_SOFT_TISSUE,VA-ES-BJ,688121,1004,Epitheliod Sarcoma,epitheliod_sarcoma,Male,
ACH-001703,VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,VAL,1331048,2221,Lymphoma,,Female,
ACH-000115,VCAP_PROSTATE,VCaP,1299075,2154,Prostate Cancer,carcinoma,Male,ATCC
ACH-000545,VMCUB1_URINARY_TRACT,VMCUB1,909780,276,Bladder Cancer,carcinoma,Male,DSMZ
ACH-001233,VMRCLCD_LUNG,VMRC-LCD,713869,277,Lung NSCLC,carcinoma,Male,HSRRB
ACH-001234,VMRCLCP_LUNG,VMRC-LCP,,,Lung NSCLC,carcinoma,,HSRRB
ACH-001704,VMRCMELG_SKIN,VMRC-MELG,930301,158,Skin Cancer,malignant_melanoma,,
ACH-000484,VMRCRCW_KIDNEY,VMRCRCW,1240224,1459,Kidney Cancer,carcinoma,Male,
ACH-000171,VMRCRCZ_KIDNEY,VMRCRCZ,909781,738,Kidney Cancer,carcinoma,,HSRRB
ACH-000304,WM115_SKIN,WM-115,909784,1000,Skin Cancer,malignant_melanoma,Female,
ACH-000661,WM1799_SKIN,WM1799,,,Skin Cancer,malignant_melanoma,,WISTAR
ACH-001239,WM2664_SKIN,WM-266-4,,,Skin Cancer,malignant_melanoma,Female,ATCC
ACH-000827,WM793_SKIN,WM-793,1299081,114,Skin Cancer,malignant_melanoma,,WISTAR
ACH-000899,WM88_SKIN,WM-88,,,Skin Cancer,malignant_melanoma,,GNF
ACH-000765,WM983B_SKIN,WM-983B,,,Skin Cancer,malignant_melanoma,,GNF
ACH-000534,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,WSU-DLCL2,1331050,557,Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-001709,WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,WSU-NHL,909785,601,Lymphoma,,Female,
ACH-001295,Y79_AUTONOMIC_GANGLIA,Y-79,,,Retinoblastoma,,-1,
ACH-001277,YAMATO_SOFT_TISSUE,Yamato,,,Soft Tissue Cancer,,,
ACH-000332,YAPC_PANCREAS,,909904,895,Pancreatic Cancer,adenocarcinoma,Male,DSMZ
ACH-000723,YD10B_UPPER_AERODIGESTIVE_TRACT,YD10B,,,Head and Neck Cancer,carcinoma,Male,KCLB
ACH-000836,YD15_SALIVARY_GLAND,YD15,,,Head and Neck Cancer,carcinoma,Male,KCLB
ACH-000762,YD38_UPPER_AERODIGESTIVE_TRACT,YD-38,,,Head and Neck Cancer,carcinoma,Male,KCLB
ACH-000630,YD8_UPPER_AERODIGESTIVE_TRACT,YD8,,,Head and Neck Cancer,,Female,KCLB
ACH-000469,YH13_CENTRAL_NERVOUS_SYSTEM,YH13,909905,468,Brain Cancer,,Male,HSSRB
ACH-000570,YKG1_CENTRAL_NERVOUS_SYSTEM,YKG1,687592,61,Brain Cancer,,Female,GNF
ACH-001249,YMB1_BREAST,,,,Breast Cancer,,Female,
ACH-000097,ZR751_BREAST,ZR-75-1,,,Breast Cancer,Luminal,Female,ATCC
ACH-000828,ZR7530_BREAST,ZR-75-30,909907,429,Breast Cancer,Luminal,Female,GNF
ACH-000008,A101D_SKIN,,910921,1806,Melanoma/Skin Cancer,,Male,GNF
ACH-000474,[MERGED_TO_ACH-000474]NCIH292_LUNG,,753604,935,Lung NSCLC,,Female,NIBRI
ACH-001045,COLO849_SKIN,,,,Skin Cancer,,,
ACH-001066,EWS834_BONE,,,,Bone Cancer,,,
ACH-001092,HS571T_OVARY,,,,Ovarian Cancer,,,
ACH-001206,TCC466_BONE,,,,Bone Cancer,,,
ACH-001224,UMRC2_KIDNEY,,,,Kidney Cancer,,,
ACH-001225,UMRC6_KIDNEY,,,,Kidney Cancer,,,
ACH-001665,SR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905965,794,Lymphoma,,Male,
ACH-001825,SW527_BREAST,,,,Breast Cancer,,-1,
ACH-001827,184B5_BREAST,,,,Normal Breast,,-1,
ACH-002089,201T_LUNG,,1287381,220,Lung Adenocarcinoma,,,Sanger
ACH-002090,BB65RCC_KIDNEY,,753533,181,Kidney Carcinoma,,,Sanger
ACH-002091,CAL39_CERVIX,,924107,998,Other Solid Carcinomas,,,Sanger
ACH-002092,CHSA0011_BONE,,1290767,1466,Chondrosarcoma,,,Sanger
ACH-002093,CHSA0108_BONE,,1290768,280,Chondrosarcoma,,,Sanger
ACH-002094,CHSA8926_BONE,,1303912,554,Chondrosarcoma,,,Sanger
ACH-002095,CORL303_LUNG,,1297438,1942,Small Cell Lung Carcinoma,,,Sanger
ACH-002096,CP50MELB_SKIN,,753545,1248,Melanoma,,,Sanger
ACH-002097,CP66MEL_SKIN,,753546,1845,Melanoma,,,Sanger
ACH-002098,CP67MEL_SKIN,,949092,640,Melanoma,,,Sanger
ACH-002099,CS1_BONE,,1290795,1006,Chondrosarcoma,,,Sanger
ACH-002100,DJM1_SKIN,,906841,899,Other Solid Carcinomas,,,Sanger
ACH-002101,EMCBAC1_LUNG,,1503369,967,Non-Small Cell Lung Carcinoma,,,Sanger
ACH-002102,EMCBAC2_LUNG,,1503370,2232,Non-Small Cell Lung Carcinoma,,,Sanger
ACH-002103,ES1_BONE,,949158,1564,Ewing\'s Sarcoma,,,Sanger
ACH-002104,ES3_BONE,,684055,1342,Ewing\'s Sarcoma,,,Sanger
ACH-002105,ES4_BONE,,949156,70,Ewing\'s Sarcoma,,,Sanger
ACH-002106,ES5_BONE,,684057,610,Ewing\'s Sarcoma,,,Sanger
ACH-002107,ES6_BONE,,949157,611,Ewing\'s Sarcoma,,,Sanger
ACH-002108,ES7_BONE,,684059,71,Ewing\'s Sarcoma,,,Sanger
ACH-002109,ES8_BONE,,949155,2139,Ewing\'s Sarcoma,,,Sanger
ACH-002110,EW1_BONE,,949163,902,Ewing\'s Sarcoma,,,Sanger
ACH-002111,EW11_BONE,,684062,231,Ewing\'s Sarcoma,,,Sanger
ACH-002112,EW12_BONE,,949162,2140,Ewing\'s Sarcoma,,,Sanger
ACH-002113,EW13_BONE,,949166,324,Ewing\'s Sarcoma,,,Sanger
ACH-002114,EW16_BONE,,949165,1529,Ewing\'s Sarcoma,,,Sanger
ACH-002115,EW18_BONE,,949164,612,Ewing\'s Sarcoma,,,Sanger
ACH-002116,EW22_BONE,,949167,613,Ewing\'s Sarcoma,,,Sanger
ACH-002117,EW24_BONE,,949168,704,Ewing\'s Sarcoma,,,Sanger
ACH-002118,EW3_BONE,,949161,2176,Ewing\'s Sarcoma,,,Sanger
ACH-002119,EW7_BONE,,949160,72,Ewing\'s Sarcoma,,,Sanger
ACH-002120,GAK_SKIN,,910932,325,Melanoma,,,Sanger
ACH-002121,GMEL_SKIN,,1240130,1981,Melanoma,,,Sanger
ACH-002122,GT3TKB_STOMACH,,907041,614,Gastric Carcinoma,,,Sanger
ACH-002123,H2369_LUNG,,1290808,165,Mesothelioma,,,Sanger
ACH-002124,H2373_LUNG,,1290809,1797,Mesothelioma,,,Sanger
ACH-002125,H2461_LUNG,,1290810,1508,Mesothelioma,,,Sanger
ACH-002126,H2591_LUNG,,1240131,1509,Mesothelioma,,,Sanger
ACH-002127,H2595_LUNG,,1240132,51,Mesothelioma,,,Sanger
ACH-002128,H2722_LUNG,,1290812,1798,Mesothelioma,,,Sanger
ACH-002129,H2731_LUNG,,1240134,1074,Mesothelioma,,,Sanger
ACH-002130,H2795_LUNG,,1290813,1971,Mesothelioma,,,Sanger
ACH-002131,H2803_LUNG,,1240135,52,Mesothelioma,,,Sanger
ACH-002132,H2804_LUNG,,1240136,882,Mesothelioma,,,Sanger
ACH-002133,H2810_LUNG,,1240137,591,Mesothelioma,,,Sanger
ACH-002134,H2818_LUNG,,1290814,2254,Mesothelioma,,,Sanger
ACH-002135,H2869_LUNG,,1240138,309,Mesothelioma,,,Sanger
ACH-002136,H290_LUNG,,1240139,742,Mesothelioma,,,Sanger
ACH-002137,[MERGED_TO_ACH-000109]H3255_LUNG,,1247873,1992,Lung Adenocarcinoma,,-1,Sanger
ACH-002138,H513_LUNG,,1240141,2125,Other Solid Carcinomas,,,Sanger
ACH-002139,HA7RCC_KIDNEY,,753558,1790,Kidney Carcinoma,,,Sanger
ACH-002140,HEY_OVARY,,1479988,1096,Ovarian Carcinoma,,,Sanger
ACH-002141,HSC39_STOMACH,,1322224,1991,Gastric Carcinoma,,,Sanger
ACH-002142,HUO3N1_BONE,,909977,2101,Osteosarcoma,,,Sanger
ACH-002143,ISTMEL1_SKIN,,907172,1501,Melanoma,,,Sanger
ACH-002144,ISTSL1_LUNG,,753564,1194,Small Cell Lung Carcinoma,,,Sanger
ACH-002145,ISTSL2_LUNG,,753565,450,Small Cell Lung Carcinoma,,,Sanger
ACH-002146,JHOS3_OVARY,,1480358,1595,Ovarian Carcinoma,,,Sanger
ACH-002147,K2_SKIN,,1298160,1980,Melanoma,,,Sanger
ACH-002148,K5_THYROID,,924238,365,Thyroid Gland Carcinoma,,,Sanger
ACH-002149,KGN_OVARY,,924186,11,Other Solid Carcinomas,,,Sanger
ACH-002150,LB1047RCC_KIDNEY,,753577,658,Kidney Carcinoma,,,Sanger
ACH-002151,LB2241RCC_KIDNEY,,753578,552,Kidney Carcinoma,,,Sanger
ACH-002152,LB2518MEL_SKIN,,753579,1464,Melanoma,,,Sanger
ACH-002153,LB373MELD_SKIN,,753581,659,Melanoma,,,Sanger
ACH-002154,LB647SCLC_LUNG,,753582,1365,Small Cell Lung Carcinoma,,,Sanger
ACH-002155,LB996RCC_KIDNEY,,753585,1755,Kidney Carcinoma,,,Sanger
ACH-002156,LC1SQ_LUNG,,1298223,600,Squamous Cell Lung Carcinoma,,,Sanger
ACH-002157,LC2AD_LUNG,,907786,367,Lung Adenocarcinoma,,,Sanger
ACH-002158,LU99A_LUNG,,907796,1660,Non-Small Cell Lung Carcinoma,,,Sanger
ACH-002159,M14_SKIN,,905975,586,Melanoma,,,Sanger
ACH-002160,MCIXC_BONE,,908118,170,Ewing\'s Sarcoma,,,Sanger
ACH-002161,MKN28_STOMACH,,908139,2112,Gastric Carcinoma,,,Sanger
ACH-002162,MMACSF_SKIN,,925339,30,Melanoma,,,Sanger
ACH-002163,MRKNU1_BREAST,,908151,385,Breast Carcinoma,,,Sanger
ACH-002164,MZ1PC_PANCREAS,,753595,1486,Pancreatic Carcinoma,,,Sanger
ACH-002165,MZ2MEL_SKIN,,971777,31,Melanoma,,,Sanger
ACH-002166,MZ7MEL_SKIN,,753596,296,Melanoma,,,Sanger
ACH-002167,NCC010_KIDNEY,,1509073,688,Kidney Carcinoma,,,Sanger
ACH-002168,NCC021_KIDNEY,,1509074,1020,Kidney Carcinoma,,,Sanger
ACH-002169,NCIH1304_LUNG,,753599,775,Small Cell Lung Carcinoma,,,Sanger
ACH-002170,NCIH1688_LUNG,,1298349,348,Small Cell Lung Carcinoma,,,Sanger
ACH-002171,NCIH250_LUNG,,924241,208,Small Cell Lung Carcinoma,,,Sanger
ACH-002172,NCIH322M_LUNG,,905967,34,Lung Adenocarcinoma,,,Sanger
ACH-002173,NCIH378_LUNG,,688022,625,Small Cell Lung Carcinoma,,,Sanger
ACH-002174,NCIH720_LUNG,,687600,172,Other Solid Carcinomas,,,Sanger
ACH-002175,NCIH740_LUNG,,1331055,925,Small Cell Lung Carcinoma,,,Sanger
ACH-002176,NCIH748_LUNG,,909194,1085,Small Cell Lung Carcinoma,,,Sanger
ACH-002177,NCIH835_LUNG,,753607,926,Other Solid Carcinomas,,,Sanger
ACH-002178,NY_BONE,,910849,478,Osteosarcoma,,,Sanger
ACH-002179,OCUBM_BREAST,,909256,1002,Breast Carcinoma,,,Sanger
ACH-002180,OMC1_CERVIX,,949154,605,Cervical Carcinoma,,,Sanger
ACH-002181,OVCA420_OVARY,,1480364,1949,Ovarian Carcinoma,,,Sanger
ACH-002182,OVCA433_OVARY,,1480367,1332,Ovarian Carcinoma,,,Sanger
ACH-002183,OVMIU_OVARY,,1240200,373,Ovarian Carcinoma,,,Sanger
ACH-002184,PC3JPC3_LUNG,,1240202,1809,Lung Adenocarcinoma,,,Sanger
ACH-002185,PL18_PANCREAS,,1240208,1759,Pancreatic Carcinoma,,,Sanger
ACH-002186,PL4_PANCREAS,,1298533,470,Pancreatic Carcinoma,,,Sanger
ACH-002187,RCCAB_KIDNEY,,1524418,695,Kidney Carcinoma,,,Sanger
ACH-002188,RCCER_KIDNEY,,1524417,694,Kidney Carcinoma,,,Sanger
ACH-002189,RCCFG2_KIDNEY,,1524414,1904,Kidney Carcinoma,,,Sanger
ACH-002190,RCCJF_KIDNEY,,1524415,147,Kidney Carcinoma,,,Sanger
ACH-002191,RCCJW_KIDNEY,,1524416,1905,Kidney Carcinoma,,,Sanger
ACH-002192,RCCMF_KIDNEY,,1524419,693,Kidney Carcinoma,,,Sanger
ACH-002193,RERFLCFM_LUNG,,930081,287,Small Cell Lung Carcinoma,,,Sanger
ACH-002194,RH1_BONE,,971773,2193,Ewing\'s Sarcoma,,,Sanger
ACH-002195,RXF393_KIDNEY,,905978,1526,Kidney Carcinoma,,,Sanger
ACH-002196,SBC1_LUNG,,713885,27,Small Cell Lung Carcinoma,,,Sanger
ACH-002197,SBC3_LUNG,,753610,1765,Small Cell Lung Carcinoma,,,Sanger
ACH-002198,SCH_STOMACH,,909711,1766,Gastric Carcinoma,,,Sanger
ACH-002199,SN12C_KIDNEY,,905979,156,Kidney Carcinoma,,,Sanger
ACH-002200,SW962_VULVA,,909758,1986,Other Solid Carcinomas,,,Sanger
ACH-002201,TCYIK_CERVIX,,946357,579,Other Solid Carcinomas,,,Sanger
ACH-002202,TMK1_STOMACH,,1299069,547,Gastric Carcinoma,,,Sanger
ACH-002203,U031_KIDNEY,,905981,1636,Kidney Carcinoma,,,Sanger
ACH-002205,WM1552C_SKIN,,1299078,1155,Melanoma,,,Sanger
